"""siteid""","""sitename""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
9,林口,14,溫度,AMB_TEMP,℃,2023-09-30,28.6
9,林口,10,風速,WIND_SPEED,m/sec,2023-09-30,2.8
9,林口,7,二氧化氮,NO2,ppb,2023-09-30,4.5
9,林口,6,一氧化氮,NO,ppb,2023-09-30,1.1
9,林口,5,氮氧化物,NOx,ppb,2023-09-30,5.7
9,林口,4,懸浮微粒,PM10,μg/m3,2023-09-30,12
9,林口,3,臭氧,O3,ppb,2023-09-30,27.7
9,林口,2,一氧化碳,CO,ppm,2023-09-30,0.2
9,林口,1,二氧化硫,SO2,ppb,2023-09-30,0.8
8,菜寮,143,小時風速值,WS_HR,m/sec,2023-09-30,2.6
8,菜寮,38,相對濕度,RH,%,2023-09-30,72
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,6
8,菜寮,14,溫度,AMB_TEMP,℃,2023-09-30,29.9
8,菜寮,10,風速,WIND_SPEED,m/sec,2023-09-30,3
8,菜寮,7,二氧化氮,NO2,ppb,2023-09-30,5.6
8,菜寮,6,一氧化氮,NO,ppb,2023-09-30,1.2
8,菜寮,5,氮氧化物,NOx,ppb,2023-09-30,6.9
8,菜寮,4,懸浮微粒,PM10,μg/m3,2023-09-30,12
8,菜寮,3,臭氧,O3,ppb,2023-09-30,25.2
8,菜寮,2,一氧化碳,CO,ppm,2023-09-30,0.26
8,菜寮,1,二氧化硫,SO2,ppb,2023-09-30,1.6
7,新莊,143,小時風速值,WS_HR,m/sec,2023-09-30,3.6
7,新莊,38,相對濕度,RH,%,2023-09-30,76
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,10.7
7,新莊,14,溫度,AMB_TEMP,℃,2023-09-30,29.4
7,新莊,10,風速,WIND_SPEED,m/sec,2023-09-30,3.8
7,新莊,7,二氧化氮,NO2,ppb,2023-09-30,4.5
7,新莊,6,一氧化氮,NO,ppb,2023-09-30,0.8
7,新莊,5,氮氧化物,NOx,ppb,2023-09-30,5.4
7,新莊,4,懸浮微粒,PM10,μg/m3,2023-09-30,16
7,新莊,3,臭氧,O3,ppb,2023-09-30,26.4
7,新莊,2,一氧化碳,CO,ppm,2023-09-30,0.2
7,新莊,1,二氧化硫,SO2,ppb,2023-09-30,0.5
6,板橋,143,小時風速值,WS_HR,m/sec,2023-09-30,1.9
6,板橋,38,相對濕度,RH,%,2023-09-30,78
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,10.7
6,板橋,31,甲烷,CH4,ppm,2023-09-30,2
6,板橋,14,溫度,AMB_TEMP,℃,2023-09-30,29.7
6,板橋,10,風速,WIND_SPEED,m/sec,2023-09-30,2.4
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.01
6,板橋,8,總碳氫化物,THC,ppm,2023-09-30,2.02
6,板橋,7,二氧化氮,NO2,ppb,2023-09-30,6.7
6,板橋,6,一氧化氮,NO,ppb,2023-09-30,1.2
6,板橋,5,氮氧化物,NOx,ppb,2023-09-30,8
6,板橋,4,懸浮微粒,PM10,μg/m3,2023-09-30,14
6,板橋,3,臭氧,O3,ppb,2023-09-30,24.1
6,板橋,2,一氧化碳,CO,ppm,2023-09-30,0.28
6,板橋,1,二氧化硫,SO2,ppb,2023-09-30,0.7
5,土城,143,小時風速值,WS_HR,m/sec,2023-09-30,0.6
5,土城,38,相對濕度,RH,%,2023-09-30,73
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,9.9
5,土城,14,溫度,AMB_TEMP,℃,2023-09-30,30.2
5,土城,10,風速,WIND_SPEED,m/sec,2023-09-30,1.7
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.06
5,土城,8,總碳氫化物,THC,ppm,2023-09-30,2.08
5,土城,7,二氧化氮,NO2,ppb,2023-09-30,4.6
5,土城,6,一氧化氮,NO,ppb,2023-09-30,0.9
5,土城,5,氮氧化物,NOx,ppb,2023-09-30,5.6
5,土城,4,懸浮微粒,PM10,μg/m3,2023-09-30,14
5,土城,3,臭氧,O3,ppb,2023-09-30,25.1
5,土城,2,一氧化碳,CO,ppm,2023-09-30,0.25
5,土城,1,二氧化硫,SO2,ppb,2023-09-30,0.6
4,新店,143,小時風速值,WS_HR,m/sec,2023-09-30,1.1
4,新店,38,相對濕度,RH,%,2023-09-30,77
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,7
4,新店,14,溫度,AMB_TEMP,℃,2023-09-30,29.8
4,新店,10,風速,WIND_SPEED,m/sec,2023-09-30,1.8
4,新店,7,二氧化氮,NO2,ppb,2023-09-30,5.3
4,新店,6,一氧化氮,NO,ppb,2023-09-30,1.6
4,新店,5,氮氧化物,NOx,ppb,2023-09-30,6.9
4,新店,4,懸浮微粒,PM10,μg/m3,2023-09-30,13
4,新店,3,臭氧,O3,ppb,2023-09-30,23.6
4,新店,2,一氧化碳,CO,ppm,2023-09-30,0.23
4,新店,1,二氧化硫,SO2,ppb,2023-09-30,0.7
3,萬里,143,小時風速值,WS_HR,m/sec,2023-09-30,1.5
42,嘉義,2,一氧化碳,CO,ppm,2023-09-30,0.3
42,嘉義,3,臭氧,O3,ppb,2023-09-30,33.2
42,嘉義,4,懸浮微粒,PM10,μg/m3,2023-09-30,36
42,嘉義,5,氮氧化物,NOx,ppb,2023-09-30,6.4
42,嘉義,6,一氧化氮,NO,ppb,2023-09-30,0.3
42,嘉義,7,二氧化氮,NO2,ppb,2023-09-30,6
42,嘉義,8,總碳氫化物,THC,ppm,2023-09-30,2.08
42,嘉義,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.04
42,嘉義,10,風速,WIND_SPEED,m/sec,2023-09-30,1.4
42,嘉義,14,溫度,AMB_TEMP,℃,2023-09-30,29.8
42,嘉義,31,甲烷,CH4,ppm,2023-09-30,2.04
42,嘉義,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,23.3
42,嘉義,38,相對濕度,RH,%,2023-09-30,77
42,嘉義,143,小時風速值,WS_HR,m/sec,2023-09-30,1
43,新營,1,二氧化硫,SO2,ppb,2023-09-30,1.3
43,新營,2,一氧化碳,CO,ppm,2023-09-30,0.25
43,新營,3,臭氧,O3,ppb,2023-09-30,34.4
43,新營,4,懸浮微粒,PM10,μg/m3,2023-09-30,33
43,新營,5,氮氧化物,NOx,ppb,2023-09-30,6.9
43,新營,6,一氧化氮,NO,ppb,2023-09-30,1.3
65,宜蘭,5,氮氧化物,NOx,ppb,2023-09-30,3.4
5,土城,31,甲烷,CH4,ppm,2023-09-30,2
35,二林,6,一氧化氮,NO,ppb,2023-09-30,0.6
11,士林,4,懸浮微粒,PM10,μg/m3,2023-09-30,10
3,萬里,38,相對濕度,RH,%,2023-09-30,89
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,7.8
3,萬里,32,降雨強度,RAIN_INT,㎜,2023-09-30,0
3,萬里,14,溫度,AMB_TEMP,℃,2023-09-30,27.5
3,萬里,10,風速,WIND_SPEED,m/sec,2023-09-30,1.6
3,萬里,7,二氧化氮,NO2,ppb,2023-09-30,3.4
3,萬里,6,一氧化氮,NO,ppb,2023-09-30,0.8
3,萬里,5,氮氧化物,NOx,ppb,2023-09-30,4.2
3,萬里,4,懸浮微粒,PM10,μg/m3,2023-09-30,x
3,萬里,3,臭氧,O3,ppb,2023-09-30,30.6
3,萬里,2,一氧化碳,CO,ppm,2023-09-30,0.25
3,萬里,1,二氧化硫,SO2,ppb,2023-09-30,1
2,汐止,143,小時風速值,WS_HR,m/sec,2023-09-30,1.7
2,汐止,38,相對濕度,RH,%,2023-09-30,88
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,10.6
2,汐止,14,溫度,AMB_TEMP,℃,2023-09-30,28.7
2,汐止,10,風速,WIND_SPEED,m/sec,2023-09-30,1.9
2,汐止,7,二氧化氮,NO2,ppb,2023-09-30,6.1
2,汐止,6,一氧化氮,NO,ppb,2023-09-30,2
43,新營,7,二氧化氮,NO2,ppb,2023-09-30,5.5
43,新營,8,總碳氫化物,THC,ppm,2023-09-30,2.27
43,新營,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.03
43,新營,10,風速,WIND_SPEED,m/sec,2023-09-30,1.3
43,新營,14,溫度,AMB_TEMP,℃,2023-09-30,30.1
43,新營,31,甲烷,CH4,ppm,2023-09-30,2.24
43,新營,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,16.8
43,新營,38,相對濕度,RH,%,2023-09-30,79
43,新營,143,小時風速值,WS_HR,m/sec,2023-09-30,1
44,善化,1,二氧化硫,SO2,ppb,2023-09-30,0.6
44,善化,2,一氧化碳,CO,ppm,2023-09-30,0.19
44,善化,3,臭氧,O3,ppb,2023-09-30,37.1
44,善化,4,懸浮微粒,PM10,μg/m3,2023-09-30,22
44,善化,5,氮氧化物,NOx,ppb,2023-09-30,5.3
44,善化,6,一氧化氮,NO,ppb,2023-09-30,0.8
44,善化,7,二氧化氮,NO2,ppb,2023-09-30,4.4
44,善化,10,風速,WIND_SPEED,m/sec,2023-09-30,1.5
44,善化,14,溫度,AMB_TEMP,℃,2023-09-30,29.2
44,善化,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,18
44,善化,38,相對濕度,RH,%,2023-09-30,82
44,善化,143,小時風速值,WS_HR,m/sec,2023-09-30,1.5
45,安南,1,二氧化硫,SO2,ppb,2023-09-30,1.3
45,安南,2,一氧化碳,CO,ppm,2023-09-30,0.28
45,安南,3,臭氧,O3,ppb,2023-09-30,34.1
45,安南,4,懸浮微粒,PM10,μg/m3,2023-09-30,36
45,安南,5,氮氧化物,NOx,ppb,2023-09-30,7
45,安南,6,一氧化氮,NO,ppb,2023-09-30,1.2
45,安南,7,二氧化氮,NO2,ppb,2023-09-30,5.7
45,安南,8,總碳氫化物,THC,ppm,2023-09-30,2.2
45,安南,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.11
45,安南,10,風速,WIND_SPEED,m/sec,2023-09-30,1.6
45,安南,14,溫度,AMB_TEMP,℃,2023-09-30,30.3
45,安南,31,甲烷,CH4,ppm,2023-09-30,2.09
45,安南,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,21.6
45,安南,38,相對濕度,RH,%,2023-09-30,74
45,安南,143,小時風速值,WS_HR,m/sec,2023-09-30,1.5
46,臺南,1,二氧化硫,SO2,ppb,2023-09-30,0.9
46,臺南,2,一氧化碳,CO,ppm,2023-09-30,0.31
46,臺南,3,臭氧,O3,ppb,2023-09-30,36.1
46,臺南,4,懸浮微粒,PM10,μg/m3,2023-09-30,34
46,臺南,5,氮氧化物,NOx,ppb,2023-09-30,7.3
46,臺南,6,一氧化氮,NO,ppb,2023-09-30,0.4
46,臺南,7,二氧化氮,NO2,ppb,2023-09-30,6.8
46,臺南,8,總碳氫化物,THC,ppm,2023-09-30,2.15
46,臺南,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.08
46,臺南,10,風速,WIND_SPEED,m/sec,2023-09-30,0.5
46,臺南,14,溫度,AMB_TEMP,℃,2023-09-30,29.2
46,臺南,31,甲烷,CH4,ppm,2023-09-30,2.06
46,臺南,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,19.5
46,臺南,38,相對濕度,RH,%,2023-09-30,74
46,臺南,143,小時風速值,WS_HR,m/sec,2023-09-30,0.3
47,美濃,1,二氧化硫,SO2,ppb,2023-09-30,0.2
47,美濃,2,一氧化碳,CO,ppm,2023-09-30,0.22
47,美濃,3,臭氧,O3,ppb,2023-09-30,32.1
47,美濃,4,懸浮微粒,PM10,μg/m3,2023-09-30,27
47,美濃,5,氮氧化物,NOx,ppb,2023-09-30,3.5
47,美濃,6,一氧化氮,NO,ppb,2023-09-30,0.6
47,美濃,7,二氧化氮,NO2,ppb,2023-09-30,2.8
35,二林,5,氮氧化物,NOx,ppb,2023-09-30,6.8
35,二林,4,懸浮微粒,PM10,μg/m3,2023-09-30,43
35,二林,3,臭氧,O3,ppb,2023-09-30,26.3
35,二林,2,一氧化碳,CO,ppm,2023-09-30,0.3
35,二林,1,二氧化硫,SO2,ppb,2023-09-30,2.4
34,線西,143,小時風速值,WS_HR,m/sec,2023-09-30,2.2
34,線西,38,相對濕度,RH,%,2023-09-30,80
34,線西,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,18.5
35,二林,8,總碳氫化物,THC,ppm,2023-09-30,2.18
35,二林,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0
35,二林,10,風速,WIND_SPEED,m/sec,2023-09-30,1.7
35,二林,14,溫度,AMB_TEMP,℃,2023-09-30,30
35,二林,31,甲烷,CH4,ppm,2023-09-30,2.18
35,二林,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,20.6
35,二林,38,相對濕度,RH,%,2023-09-30,84
35,二林,143,小時風速值,WS_HR,m/sec,2023-09-30,1.5
36,南投,1,二氧化硫,SO2,ppb,2023-09-30,0.8
36,南投,2,一氧化碳,CO,ppm,2023-09-30,0.28
36,南投,3,臭氧,O3,ppb,2023-09-30,28.7
36,南投,4,懸浮微粒,PM10,μg/m3,2023-09-30,38
36,南投,5,氮氧化物,NOx,ppb,2023-09-30,7.4
36,南投,6,一氧化氮,NO,ppb,2023-09-30,1.6
36,南投,7,二氧化氮,NO2,ppb,2023-09-30,5.7
36,南投,8,總碳氫化物,THC,ppm,2023-09-30,2.08
36,南投,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.02
36,南投,10,風速,WIND_SPEED,m/sec,2023-09-30,1.2
36,南投,14,溫度,AMB_TEMP,℃,2023-09-30,29.9
36,南投,31,甲烷,CH4,ppm,2023-09-30,2.06
36,南投,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,22.3
36,南投,38,相對濕度,RH,%,2023-09-30,75
36,南投,143,小時風速值,WS_HR,m/sec,2023-09-30,0.9
37,斗六,1,二氧化硫,SO2,ppb,2023-09-30,1.4
37,斗六,2,一氧化碳,CO,ppm,2023-09-30,0.27
37,斗六,3,臭氧,O3,ppb,2023-09-30,31
37,斗六,4,懸浮微粒,PM10,μg/m3,2023-09-30,38
37,斗六,5,氮氧化物,NOx,ppb,2023-09-30,6.6
37,斗六,6,一氧化氮,NO,ppb,2023-09-30,1.2
37,斗六,7,二氧化氮,NO2,ppb,2023-09-30,5.3
37,斗六,8,總碳氫化物,THC,ppm,2023-09-30,2.06
37,斗六,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.02
37,斗六,10,風速,WIND_SPEED,m/sec,2023-09-30,1.2
37,斗六,14,溫度,AMB_TEMP,℃,2023-09-30,30.4
37,斗六,31,甲烷,CH4,ppm,2023-09-30,2.04
37,斗六,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,19.2
37,斗六,38,相對濕度,RH,%,2023-09-30,76
37,斗六,143,小時風速值,WS_HR,m/sec,2023-09-30,1
38,崙背,1,二氧化硫,SO2,ppb,2023-09-30,1.5
38,崙背,2,一氧化碳,CO,ppm,2023-09-30,0.26
38,崙背,3,臭氧,O3,ppb,2023-09-30,26.7
38,崙背,4,懸浮微粒,PM10,μg/m3,2023-09-30,36
38,崙背,5,氮氧化物,NOx,ppb,2023-09-30,5.6
38,崙背,6,一氧化氮,NO,ppb,2023-09-30,1
38,崙背,7,二氧化氮,NO2,ppb,2023-09-30,4.5
38,崙背,8,總碳氫化物,THC,ppm,2023-09-30,2.31
38,崙背,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.01
38,崙背,10,風速,WIND_SPEED,m/sec,2023-09-30,1.1
38,崙背,14,溫度,AMB_TEMP,℃,2023-09-30,29.9
38,崙背,31,甲烷,CH4,ppm,2023-09-30,2.31
38,崙背,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,19.4
38,崙背,38,相對濕度,RH,%,2023-09-30,82
38,崙背,143,小時風速值,WS_HR,m/sec,2023-09-30,0.8
39,新港,1,二氧化硫,SO2,ppb,2023-09-30,1
39,新港,2,一氧化碳,CO,ppm,2023-09-30,0.23
39,新港,3,臭氧,O3,ppb,2023-09-30,34.1
39,新港,4,懸浮微粒,PM10,μg/m3,2023-09-30,37
39,新港,5,氮氧化物,NOx,ppb,2023-09-30,6.3
39,新港,6,一氧化氮,NO,ppb,2023-09-30,0.9
39,新港,7,二氧化氮,NO2,ppb,2023-09-30,5.3
39,新港,10,風速,WIND_SPEED,m/sec,2023-09-30,1.6
39,新港,14,溫度,AMB_TEMP,℃,2023-09-30,29.8
39,新港,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,18.6
39,新港,38,相對濕度,RH,%,2023-09-30,76
39,新港,143,小時風速值,WS_HR,m/sec,2023-09-30,1.1
40,朴子,1,二氧化硫,SO2,ppb,2023-09-30,2.2
40,朴子,2,一氧化碳,CO,ppm,2023-09-30,0.25
40,朴子,3,臭氧,O3,ppb,2023-09-30,33.6
40,朴子,4,懸浮微粒,PM10,μg/m3,2023-09-30,34
40,朴子,5,氮氧化物,NOx,ppb,2023-09-30,5.8
40,朴子,6,一氧化氮,NO,ppb,2023-09-30,0.6
40,朴子,7,二氧化氮,NO2,ppb,2023-09-30,5.1
40,朴子,10,風速,WIND_SPEED,m/sec,2023-09-30,1.2
40,朴子,14,溫度,AMB_TEMP,℃,2023-09-30,29.7
40,朴子,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,19.9
40,朴子,38,相對濕度,RH,%,2023-09-30,83
40,朴子,143,小時風速值,WS_HR,m/sec,2023-09-30,0.9
41,臺西,1,二氧化硫,SO2,ppb,2023-09-30,1.9
80,關山,38,相對濕度,RH,%,2023-09-30,71
41,臺西,2,一氧化碳,CO,ppm,2023-09-30,0.26
41,臺西,3,臭氧,O3,ppb,2023-09-30,28.6
41,臺西,4,懸浮微粒,PM10,μg/m3,2023-09-30,37
41,臺西,5,氮氧化物,NOx,ppb,2023-09-30,8.5
41,臺西,6,一氧化氮,NO,ppb,2023-09-30,1.7
41,臺西,7,二氧化氮,NO2,ppb,2023-09-30,6.7
41,臺西,8,總碳氫化物,THC,ppm,2023-09-30,2.27
41,臺西,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.03
41,臺西,10,風速,WIND_SPEED,m/sec,2023-09-30,2.8
41,臺西,14,溫度,AMB_TEMP,℃,2023-09-30,29.4
41,臺西,31,甲烷,CH4,ppm,2023-09-30,2.24
41,臺西,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,17
41,臺西,38,相對濕度,RH,%,2023-09-30,85
41,臺西,143,小時風速值,WS_HR,m/sec,2023-09-30,2.5
42,嘉義,1,二氧化硫,SO2,ppb,2023-09-30,2.1
85,大城,143,小時風速值,WS_HR,m/sec,2023-09-30,3.3
85,大城,38,相對濕度,RH,%,2023-09-30,84
85,大城,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,16.2
85,大城,31,甲烷,CH4,ppm,2023-09-30,2.31
85,大城,14,溫度,AMB_TEMP,℃,2023-09-30,29.3
85,大城,10,風速,WIND_SPEED,m/sec,2023-09-30,3.5
85,大城,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.01
85,大城,8,總碳氫化物,THC,ppm,2023-09-30,2.31
85,大城,7,二氧化氮,NO2,ppb,2023-09-30,5.1
85,大城,6,一氧化氮,NO,ppb,2023-09-30,1.2
85,大城,5,氮氧化物,NOx,ppb,2023-09-30,6.3
85,大城,4,懸浮微粒,PM10,μg/m3,2023-09-30,36
85,大城,3,臭氧,O3,ppb,2023-09-30,29.5
85,大城,2,一氧化碳,CO,ppm,2023-09-30,0.2
85,大城,1,二氧化硫,SO2,ppb,2023-09-30,1.5
84,富貴角,143,小時風速值,WS_HR,m/sec,2023-09-30,4.5
84,富貴角,38,相對濕度,RH,%,2023-09-30,94
84,富貴角,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,7.8
84,富貴角,31,甲烷,CH4,ppm,2023-09-30,2
84,富貴角,14,溫度,AMB_TEMP,℃,2023-09-30,27.7
84,富貴角,10,風速,WIND_SPEED,m/sec,2023-09-30,4.5
84,富貴角,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0
84,富貴角,8,總碳氫化物,THC,ppm,2023-09-30,2
84,富貴角,7,二氧化氮,NO2,ppb,2023-09-30,0.8
84,富貴角,6,一氧化氮,NO,ppb,2023-09-30,0
84,富貴角,5,氮氧化物,NOx,ppb,2023-09-30,0.8
84,富貴角,4,懸浮微粒,PM10,μg/m3,2023-09-30,20
84,富貴角,3,臭氧,O3,ppb,2023-09-30,38.8
84,富貴角,2,一氧化碳,CO,ppm,2023-09-30,0.17
47,美濃,10,風速,WIND_SPEED,m/sec,2023-09-30,0.9
47,美濃,14,溫度,AMB_TEMP,℃,2023-09-30,29.5
47,美濃,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,12.5
47,美濃,38,相對濕度,RH,%,2023-09-30,85
47,美濃,143,小時風速值,WS_HR,m/sec,2023-09-30,0.7
48,橋頭,1,二氧化硫,SO2,ppb,2023-09-30,1.1
48,橋頭,2,一氧化碳,CO,ppm,2023-09-30,0.22
48,橋頭,3,臭氧,O3,ppb,2023-09-30,34.6
48,橋頭,4,懸浮微粒,PM10,μg/m3,2023-09-30,30
48,橋頭,5,氮氧化物,NOx,ppb,2023-09-30,6.6
48,橋頭,6,一氧化氮,NO,ppb,2023-09-30,0.9
48,橋頭,7,二氧化氮,NO2,ppb,2023-09-30,5.6
48,橋頭,8,總碳氫化物,THC,ppm,2023-09-30,2.02
48,橋頭,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.01
48,橋頭,10,風速,WIND_SPEED,m/sec,2023-09-30,2.1
48,橋頭,14,溫度,AMB_TEMP,℃,2023-09-30,30.2
48,橋頭,31,甲烷,CH4,ppm,2023-09-30,2.02
48,橋頭,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,17.1
48,橋頭,38,相對濕度,RH,%,2023-09-30,80
48,橋頭,143,小時風速值,WS_HR,m/sec,2023-09-30,1.9
49,仁武,1,二氧化硫,SO2,ppb,2023-09-30,0.9
49,仁武,2,一氧化碳,CO,ppm,2023-09-30,0.23
49,仁武,3,臭氧,O3,ppb,2023-09-30,35.3
49,仁武,4,懸浮微粒,PM10,μg/m3,2023-09-30,27
49,仁武,5,氮氧化物,NOx,ppb,2023-09-30,6.5
49,仁武,6,一氧化氮,NO,ppb,2023-09-30,0.9
49,仁武,7,二氧化氮,NO2,ppb,2023-09-30,5.5
49,仁武,8,總碳氫化物,THC,ppm,2023-09-30,2
49,仁武,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.01
49,仁武,10,風速,WIND_SPEED,m/sec,2023-09-30,1.6
49,仁武,14,溫度,AMB_TEMP,℃,2023-09-30,29.7
49,仁武,31,甲烷,CH4,ppm,2023-09-30,2
49,仁武,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,16.7
49,仁武,38,相對濕度,RH,%,2023-09-30,74
49,仁武,143,小時風速值,WS_HR,m/sec,2023-09-30,1.4
50,鳳山,1,二氧化硫,SO2,ppb,2023-09-30,1
50,鳳山,2,一氧化碳,CO,ppm,2023-09-30,0.4
50,鳳山,3,臭氧,O3,ppb,2023-09-30,27
50,鳳山,4,懸浮微粒,PM10,μg/m3,2023-09-30,29
50,鳳山,5,氮氧化物,NOx,ppb,2023-09-30,10.3
50,鳳山,6,一氧化氮,NO,ppb,2023-09-30,1.3
50,鳳山,7,二氧化氮,NO2,ppb,2023-09-30,8.9
50,鳳山,8,總碳氫化物,THC,ppm,2023-09-30,2.25
50,鳳山,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.1
50,鳳山,10,風速,WIND_SPEED,m/sec,2023-09-30,0.6
50,鳳山,14,溫度,AMB_TEMP,℃,2023-09-30,30.8
50,鳳山,31,甲烷,CH4,ppm,2023-09-30,2.15
50,鳳山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,16.7
50,鳳山,38,相對濕度,RH,%,2023-09-30,75
50,鳳山,143,小時風速值,WS_HR,m/sec,2023-09-30,0.4
51,大寮,1,二氧化硫,SO2,ppb,2023-09-30,2
51,大寮,2,一氧化碳,CO,ppm,2023-09-30,0.3
51,大寮,3,臭氧,O3,ppb,2023-09-30,26.3
51,大寮,4,懸浮微粒,PM10,μg/m3,2023-09-30,40
84,富貴角,1,二氧化硫,SO2,ppb,2023-09-30,0.2
83,麥寮,143,小時風速值,WS_HR,m/sec,2023-09-30,1.9
83,麥寮,38,相對濕度,RH,%,2023-09-30,87
83,麥寮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,17.5
83,麥寮,31,甲烷,CH4,ppm,2023-09-30,2.36
83,麥寮,14,溫度,AMB_TEMP,℃,2023-09-30,29.6
83,麥寮,10,風速,WIND_SPEED,m/sec,2023-09-30,2.3
83,麥寮,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0.02
83,麥寮,8,總碳氫化物,THC,ppm,2023-09-30,2.37
83,麥寮,7,二氧化氮,NO2,ppb,2023-09-30,4
83,麥寮,6,一氧化氮,NO,ppb,2023-09-30,0.8
83,麥寮,5,氮氧化物,NOx,ppb,2023-09-30,4.9
83,麥寮,4,懸浮微粒,PM10,μg/m3,2023-09-30,32
83,麥寮,3,臭氧,O3,ppb,2023-09-30,29.5
83,麥寮,2,一氧化碳,CO,ppm,2023-09-30,0.24
83,麥寮,1,二氧化硫,SO2,ppb,2023-09-30,1.5
80,關山,143,小時風速值,WS_HR,m/sec,2023-09-30,1.1
80,關山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,3.6
80,關山,14,溫度,AMB_TEMP,℃,2023-09-30,29.1
80,關山,10,風速,WIND_SPEED,m/sec,2023-09-30,1.4
80,關山,7,二氧化氮,NO2,ppb,2023-09-30,1.3
80,關山,6,一氧化氮,NO,ppb,2023-09-30,0.6
80,關山,5,氮氧化物,NOx,ppb,2023-09-30,1.9
80,關山,4,懸浮微粒,PM10,μg/m3,2023-09-30,13
80,關山,3,臭氧,O3,ppb,2023-09-30,17.7
80,關山,2,一氧化碳,CO,ppm,2023-09-30,0.12
80,關山,1,二氧化硫,SO2,ppb,2023-09-30,0.8
78,馬公,143,小時風速值,WS_HR,m/sec,2023-09-30,3.5
78,馬公,38,相對濕度,RH,%,2023-09-30,78
78,馬公,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,9.9
78,馬公,31,甲烷,CH4,ppm,2023-09-30,1.95
78,馬公,14,溫度,AMB_TEMP,℃,2023-09-30,29.5
78,馬公,10,風速,WIND_SPEED,m/sec,2023-09-30,3.9
78,馬公,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-30,0
78,馬公,8,總碳氫化物,THC,ppm,2023-09-30,1.94
78,馬公,7,二氧化氮,NO2,ppb,2023-09-30,2.2
78,馬公,6,一氧化氮,NO,ppb,2023-09-30,0.4
78,馬公,5,氮氧化物,NOx,ppb,2023-09-30,2.7
78,馬公,4,懸浮微粒,PM10,μg/m3,2023-09-30,19
78,馬公,3,臭氧,O3,ppb,2023-09-30,36.2
78,馬公,2,一氧化碳,CO,ppm,2023-09-30,0.2
78,馬公,1,二氧化硫,SO2,ppb,2023-09-30,0.4
77,金門,143,小時風速值,WS_HR,m/sec,2023-09-30,1.2
77,金門,38,相對濕度,RH,%,2023-09-30,74
77,金門,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,12.3
77,金門,31,甲烷,CH4,ppm,2023-09-30,2.19
77,金門,14,溫度,AMB_TEMP,℃,2023-09-30,30
35,二林,7,二氧化氮,NO2,ppb,2023-09-30,6.2
77,金門,10,風速,WIND_SPEED,m/sec,2023-09-30,1.5
